i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1401,1336,8.168413173652695,5.131876650994649,0
1,1374,1309,8.390374331550802,5.346762349452797,0
2,1384,1319,8.459438968915846,5.3768929691924185,0
3,1400,1335,8.364044943820225,5.638489594903739,0
4,1394,1329,8.291948833709556,5.26546765498317,0
5,1404,1339,8.294249439880508,5.3716308523535,0
6,1388,1323,8.420256991685562,5.449440332176808,0
7,1392,1327,8.374529012810852,5.419748078957335,0
8,1385,1320,8.340909090909092,5.312263606796934,0
9,1395,1330,8.188721804511278,5.426032407710496,0
