i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2444,2314,7.380293863439931,5.132022831263573,0
1,2432,2302,7.58992180712424,5.374057054092859,0
2,2491,2361,7.393477340110123,5.098914001482063,0
3,2438,2308,7.579289428076256,5.247450896981446,0
4,2391,2261,7.448474126492703,5.194460324318433,0
5,2460,2330,7.516309012875537,5.197551431496548,0
6,2490,2360,7.350423728813559,5.132036285006506,0
7,2463,2333,7.468495499357051,5.0578706037881895,0
8,2484,2354,7.54375531011045,5.243112292271709,0
9,2439,2309,7.3499350368124725,4.991862259929809,0
