i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2616,2337,8.237056054771074,11.997408630228225,375
1,2617,2331,8.220935220935221,13.882654911978113,384
2,2623,2342,7.698975234842015,7.138641002542313,439
3,2631,2361,8.156289707750952,15.499932766148394,423
4,2555,2281,9.26216571679088,19.730819241150225,385
5,2539,2278,9.282265144863915,30.43967755964189,408
6,2552,2287,9.030170529077393,19.234939857964854,383
7,2592,2316,8.091968911917098,16.446272638143654,381
8,2559,2293,9.617531617967728,31.34928762849642,398
9,2557,2291,8.849847228284592,17.004047935742154,391
