i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1895,1793,3.871723368655884,0.9105248067757198,0
1,1887,1785,3.8907563025210083,0.9305573399960383,0
2,1878,1776,3.8958333333333335,0.9401364330578635,0
3,1866,1764,3.913265306122449,0.9360897077473557,0
4,1871,1769,3.8908988128886377,0.9238818340230038,0
5,1881,1779,3.9106239460370995,0.9354636835362625,0
6,1911,1809,3.8618021006080707,0.9116440191559461,0
7,1908,1806,3.9269102990033224,0.9419332160707261,0
8,1855,1753,3.9383913291500283,0.961122852897475,0
9,1904,1802,3.9017758046614874,0.9273302284634813,0
