i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2385,2244,7.101604278074866,5.035118833624098,0
1,2394,2253,6.735907678650688,4.693909373417599,0
2,2425,2284,7.01970227670753,4.918161836328036,0
3,2437,2296,6.962979094076655,5.088496164446901,0
4,2342,2201,7.043162199000454,5.255096381484283,0
5,2428,2287,6.885002186270223,5.058674340613877,0
6,2478,2337,6.827128797603765,4.690879178645369,0
7,2412,2271,6.926904447380009,4.990164970030752,0
8,2520,2379,6.712484237074401,4.6831214382374355,0
9,2439,2298,6.791993037423847,4.831115274131281,0
