i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1185,1009,9.389494549058474,8.48913073153116,755
1,1566,1390,10.81798561151079,9.80415967951235,759
2,1404,1228,10.193811074918568,11.678297508925619,834
3,1557,1381,10.660391020999276,9.652684130646298,818
4,1516,1340,10.976119402985075,9.701409184486932,809
5,1542,1366,10.307467057101025,9.375322887012352,809
6,1608,1432,10.772346368715084,9.833878027735867,807
7,1616,1440,10.751388888888888,10.406228010394592,867
8,1188,1012,10.020750988142293,9.676821469073262,720
9,1518,1342,10.701192250372578,9.629390944630408,772
