i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1152,1098,8.147540983606557,5.126993668880715,0
1,1138,1084,8.293357933579335,5.65544444088288,0
2,1159,1105,7.937556561085973,4.811815341457422,0
3,1145,1091,7.909257561869844,4.94794316983721,0
4,1125,1071,8.248366013071895,5.138777592503179,0
5,1181,1127,7.894409937888199,4.969689385101551,0
6,1149,1095,8.129680365296803,5.371970667046251,0
7,1154,1100,8.377272727272727,5.618510949464832,0
8,1131,1077,8.179201485608171,5.137516002074054,0
9,1154,1100,8.194545454545455,5.17216037794717,0
