i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1247,1071,10.140056022408963,9.15592656261601,769
1,1590,1414,10.27015558698727,8.948177082606083,797
2,1599,1423,10.643710470836261,9.650183646922747,820
3,1564,1388,10.40057636887608,9.471452615802377,774
4,1526,1350,10.311111111111112,9.595806697346477,771
5,1606,1430,11.003496503496503,10.231891133415743,780
6,1649,1473,11.194840461642906,9.67226284584269,762
7,1588,1412,10.634560906515581,9.650383948818039,807
8,1522,1346,10.583209509658246,9.801870084743317,779
9,1554,1378,10.623367198838897,9.162281786208963,782
